id,imieNazwisko,klub,dataUr,wiek,miejsceUr,plec,ukonczonaSzkola,wyksztalcenie,najwyzszyStopienNaukowy,liczbaStudiowPodyplomowych,zawod,nrOkreguWyborczego,okregWyborczy,wojewodztwoOkreguWyborczego,liczbaGlosow,stazParlamentarny,ktoraKadencja,czyAktywny,powodNieaktywnosci,nieaktywnoscKomentarz,nieaktywnoscKategoria
440,Paweł Zalewski,Polska2050,1964-09-25,61,Warszawa,M,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (1990)",wyższe,magister,0,konsultant,20,Warszawa,mazowieckie,35395,"poseł na Sejm RP I, V, VI i IX kadencji",5,True,,,
441,Adrian Zandberg,Razem,1979-12-04,46,"Aalborg, Dania",M,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (2002) Uniwersytet Warszawski, Historia (2006) - studia doktoranckie Uniwersytet Warszawski, Nauki Humanistyczne - doktor (2007)",wyższe,doktor,0,programista,19,Warszawa,mazowieckie,64435,poseł na Sejm RP IX kadencji,2,True,,,
442,Andrzej Tomasz Zapałowski,Konfederacja,1966-11-06,59,Wałbrzych,M,"Wyższa Szkoła Pedagogiczna w Krakowie, Wydział Humanistyczny, Historia - magister (1990) Uniwersytet Marii Curie-Skłodowskiej Filia w Rzeszowie, Wydział Prawa, Prawo - magister (1996) Akademia Obrony Narodowej, Bezpieczeństwo Narodowe (1999) - studia podyplomowe Akademia Obrony Narodowej, Nauki Wojskowe - doktor (2003) Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Ochrona własności intelektualnej (2016) - studia podyplomowe Akademia Sztuki Wojennej, Nauki o Bezpieczeństwie - doktor habilitowany (2017)",wyższe,doktor,2,nauczyciel akademicki,22,Krosno,podkarpackie,14475,poseł na Sejm RP III kadencji,2,True,,,
443,Bartosz Zawieja,KO,1978-03-02,47,Poznań,M,"Politechnika Poznańska, Wydział Maszyn Roboczych i Transportu, Transport - magister inżynier (2002) Uniwersytet im. Adama Mickiewicza w Poznaniu, Zarządzanie Projektem UE (2003) - studia podyplomowe",wyższe,magister inżynier,1,urzędnik samorządowy,39,Poznań,wielkopolskie,9103,brak,1,True,,,
444,Marcelina Zawisza,Razem,1989-05-03,36,Katowice,K,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Społecznych, Polityka Społeczna - licencjat (2012)",wyższe,licencjat,0,polityk,21,Opole,opolskie,19388,poseł na Sejm RP IX kadencji,2,True,,,
445,Sławomir Zawiślak,Konfederacja_KP,1963-06-09,62,Krasnobród,M,"Katolicki Uniwersytet Lubelski, Wydział Humanistyczny, Historia - magister (2004) Wyższa Szkoła Menedżerska w Warszawie, Executive Master of Business Administration (2016) - studia podyplomowe",wyższe,magister,1,parlamentarzysta,7,Chełm,lubelskie,10936,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",6,True,,,
446,Bogdan Andrzej Zdrojewski,KO,1957-05-18,68,Kłodzko,M,"Policealne Studium Ekonomiczne, Ekonomika i Organizacja Przedsiębiorstw (1979) - studia podyplomowe Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Filozofia - magister (1983) Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Kulturoznawstwo - magister (1985)",wyższe,magister,1,"filozof, polityk, kulturoznawca",3,Wrocław,dolnośląskie,85099,"poseł na Sejm RP IV, V, VI i VII kadencji, senator IV i X kadencji",5,False,Zrzeczenie,Wybrany na posła do Parlamentu Europejskiego,Mandat w Parlamencie Europejskim
447,Witold Zembaczyński,KO,1980-12-28,45,Opole,M,"Uniwersytet Opolski, Instytut Politologii, Politologia - magister (2004)",wyższe,magister,0,politolog,21,Opole,opolskie,23647,poseł na Sejm RP VIII i IX kadencji,3,True,,,
448,Piotr Zgorzelski,PSL,1963-09-17,62,Płock,M,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1990) Uniwersytet Mikołaja Kopernika w Toruniu, Ekonomia (2002) - studia podyplomowe Szkoła Wyższa im. Pawła Włodkowica w Płocku, Integracja Europejska (2007) - studia podyplomowe Uniwersytet Warszawski, Menadżer publiczny (2010) - studia podyplomowe",wyższe,magister,3,urzędnik samorządowy,16,Płock,mazowieckie,32011,"poseł na Sejm RP VII, VIII i IX kadencji",4,True,,,
449,Zbigniew Ziejewski,PSL,1958-11-28,67,Morąg,M,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Rolniczy, Rolnictwo - magister inżynier (1984) Uniwersytet Mikołaja Kopernika w Toruniu, Organizacja i Zarządzanie Przedsiębiorstw (1992) - studia podyplomowe Politechnika Gdańska, Szacowanie Nieruchomości (1997) - studia podyplomowe",wyższe,magister inżynier,2,inżynier rolnik,34,Elbląg,warmińsko-mazurskie,12695,poseł na Sejm RP IX kadencji,2,True,,,
450,Urszula Sara Zielińska,KO,1977-10-03,48,Warszawa,K,"Akademia Leona Koźmińskiego, Wydział Zarządzania, Marketing i Zarządzanie - magister (2003)",wyższe,magister,0,menedżer marketingu,19,Warszawa,mazowieckie,16470,poseł na Sejm RP IX kadencji,2,True,,,
451,Jarosław Zieliński,PiS,1960-09-20,65,Szwajcaria,M,"Uniwersytet Gdański, Wydział Humanistyczny, Filologia Polska - magister (1986)",wyższe,magister,0,"nauczyciel, parlamentarzysta",24,Białystok,podlaskie,20812,"poseł na Sejm RP IV, V, VI, VII, VIII i IX kadencji",7,True,,,
452,Tomasz Zieliński,PiS,1967-07-20,58,Józefów,M,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny, Historia - magister (1992) Uniwersytet Warszawski, Kształcenie na odległość (2006) - studia podyplomowe",wyższe,magister,1,historyk,7,Chełm,lubelskie,13469,poseł na Sejm RP VIII i IX kadencji,3,True,,,
453,Jolanta Zięba-Gzik,PSL,1975-10-13,50,Sieradz,K,"Uniwersytet Łódzki, Wydział Nauk o Wychowaniu, Pedagogika - magister (1999) Uniwersytet Łódzki, Zarządzanie w Administracji Publicznej (2014) - studia podyplomowe",wyższe,magister,1,specjalista ds. zarządzania,11,Sieradz,łódzkie,10474,brak,1,True,,,
454,Tomasz Zimoch,niez.,1957-10-30,68,Łódź,M,"Uniwersytet Łódzki, Wydział Prawa i Administracji, Prawo - magister (1980)",wyższe,magister,0,"dziennikarz, prawnik",3,Wrocław,dolnośląskie,34187,poseł na Sejm RP IX kadencji,2,True,,,
455,Zbigniew Ziobro,PiS,1970-08-18,55,Kraków,M,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa, Prawo - magister (1994)",wyższe,magister,0,prawnik,23,Rzeszów,podkarpackie,74592,"poseł na Sejm RP IV, V, VI, VIII i IX kadencji",6,True,,,
456,Wojciech Michał Zubowski,PiS,1979-11-12,46,Wrocław,M,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Prawo - magister (2006) Wyższa Szkoła Menedżerska w Warszawie, Master of Business Administration (2018) - studia podyplomowe Szkoła Główna Handlowa w Warszawie, Akademia Energetyki (2019) - studia podyplomowe",wyższe,magister,2,parlamentarzysta,1,Legnica,dolnośląskie,8527,"poseł na Sejm RP VII, VIII i IX kadencji",4,True,,,
457,Ireneusz Zyska,PiS,1969-08-05,56,Świebodzice,M,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Prawo - magister (2002) Wyższa Szkoła Bankowa we Wrocławiu, Wycena Nieruchomości (2005) - studia podyplomowe Okręgowa Izba Radców Prawnych w Wałbrzychu, Aplikacja Radcowska (2011) Uniwersytet WSB Merito we Wrocławiu, Executive MBA - Business Trends (2023) - studia podyplomowe",wyższe,magister,2,"menedżer, radca prawny, parlamentarzysta",2,Wałbrzych,dolnośląskie,11817,poseł na Sejm RP VIII i IX kadencji,3,True,,,
458,Bożena Żelazowska,PSL,1970-08-23,55,Chełm,K,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Politologii - magister (1994) Szkoła Główna Handlowa w Warszawie, Podyplomowe Studia Menadżerów Kultury (2000) - studia podyplomowe Uniwersytet Warszawski, Menadżer publiczny (2010) - studia podyplomowe",wyższe,magister,2,politolog,20,Warszawa,mazowieckie,17416,poseł na Sejm RP IX kadencji,2,True,,,
459,Anna Maria Żukowska,Lewica,1983-06-11,42,Warszawa,K,"Uniwersytet Warszawski, Wydział Neofilologii, Anglistyka - licencjat (2013) Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2015)",wyższe,magister,0,prawnik,19,Warszawa,mazowieckie,38426,poseł na Sejm RP IX kadencji,2,True,,,
460,Anna Baluch,PiS,1973-06-03,52,Kraśnik,K,"Akademia Rolnicza w Lublinie, Wydział Zootechniczny, Ochrona środowiska - magister inżynier (2000) Collegium Humanum - Szkoła Główna Menedżerska, Executive Master of Business Administration (2020) - studia podyplomowe",wyższe,magister inżynier,1,urzędnik samorządowy,6,Lublin,lubelskie,7686,brak,1,True,,,
461,Magdalena Łośko,KO,1984-08-30,41,Inowrocław,K,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Pedagogika, Doradztwo Rehabilitacyjne - magister (2008) Szkoła Główna Handlowa w Warszawie, Administracja i Zarządzanie (2021) - studia podyplomowe",wyższe,magister,1,pedagog,4,Bydgoszcz,kujawsko-pomorskie,4864,poseł na Sejm RP IX kadencji,2,True,,,
462,Monika Pawłowska,PiS,1983-06-15,42,Ryki,K,"Wyższa Szkoła Przedsiębiorczości i Administracji w Lublinie, Stosunki Międzynarodowe, Międzynarodowa Współpraca Polityczna i Gospodarcza - licencjat (2011)",wyższe,licencjat,0,specjalista do spraw stosunków międzynarodowych,7,Chełm,lubelskie,10789,poseł na Sejm RP IX kadencji,2,True,,,
463,Alicja Łuczak,KO,1961-06-17,64,Stawiszyn,K,"Uniwersytet Adama Mickiewicza w Poznaniu, Wydział Humanistyczny, Filologia Rosyjska - magister (1985) Uniwersytet Adama Mickiewicza, Język Polski (1999) - studia podyplomowe Nauczycielskie Kolegium Języków Obcych, Język Angielski - licencjat (2004)",wyższe,magister,1,nauczycielka,36,Kalisz,wielkopolskie,5186,brak,1,True,,,
464,Dominik Jaśkowiec,KO,1977-06-12,48,Kraków,M,"Akademia Pedagogiczna w Krakowie, Wydział Humanistyczny - magister (2002) Krakowska Akademia im. Andrzeja Frycza Modrzewskiego - doktor (2019)",wyższe,doktor,0,nauczyciel akademicki,13,Kraków,małopolskie,6093,brak,1,True,,,
465,Paweł Masełko,KO,1980-07-07,45,Głubczyce,M,"Uniwersytet Opolski, Wydział Nauk Społecznych - magister (2006) Uniwersytety WSB Merito - Master of Business Administration (2023)",wyższe,magister,0,nauczyciel,21,Opole,opolskie,8322,brak,1,True,,,
466,Katarzyna Stachowicz,KO,1977-07-18,48,Sosnowiec,K,"Uniwersytet Śląski, Wydział Filologiczny - magister (2001) Akademia WSB, Fundusze Strukturalne w Unii Europejskiej (2005) - studia podyplomowe Akademia WSB, Master of Business Administration Dyplom Ernst&Young Academy of Business (2018)",wyższe,magister,1,menedżer,32,Katowice,śląskie,10060,poseł na Sejm RP VII kadencji,2,True,,,
467,Lidia Czechak,PiS,1976-02-03,49,Jarocin,K,"Uniwersytet Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji - magister (2001) Akademia Rolnicza im. Augustyna Cieszkowskiego w Poznaniu, Integracja Europejska - Agrobiznes i Obszary Wiejskie (2007) - studia podyplomowe Wyższa Szkoła Bankowa w Poznaniu, Zarządzanie Kadrami (2008) - studia podyplomowe Uniwersytet Adama Mickiewicza w Poznaniu Katedra Prawa Rolnego, Prawo (2013) - studia doktoranckie Wyższa Szkoła handlu i Usług w Poznaniu - Executive Master of Bussiness Administration (2022) - studia podyplomowe",wyższe,magister,3,prawnik,36,Kalisz,wielkopolskie,7053,brak,1,True,,,
468,Barbara Grygorcewicz,KO,1963-09-27,62,Koszalin,K,"UAM Poznań, Wydział Geografia i Nauki o Ziemi - magister (1987)",wyższe,magister,0,nauczyciel,40,Koszalin,zachodniopomorskie,5700,brak,1,True,,,
469,Bożenna Hołownia,Polska2050,1953-07-27,72,Warszawa,K,"Uniwersytet Warszawski, Wydział Geografii i Nauk o Ziemi - magister (1977)",wyższe,magister,0,informatyk,19,Warszawa,mazowieckie,22593,brak,1,True,,,
470,Urszula Koszutska,KO,1959-02-05,66,Ruda Śląska,K,"Uniwersytet Śląski, Wydział Psychologii i Pedagogiki - magister (1983) Czteroletnie Podyplomowe Studia z Psychoterapii, Psychoterapia (1988) - studia podyplomowe Śląska Wyższa Szkoła Zarządzania, Zarządznie w Oświacie (2005) - studia podyplomowe Śląska Wyższa Szkoła Zarządzania, Coaching - efektywne wsparcie nowoczesnego zarządzania (2012) - studia podyplomowe Szkoła Psychoterapii Poznawczo-Behawioralnej, Psychoterapia (2017) - studia podyplomowe",wyższe,magister,4,"menedżer, psycholog",31,Katowice,śląskie,6498,brak,1,True,,,
471,Piotr Kowal,Lewica,1992-11-05,33,Włocławek,M,"Uniwersytet Ekonimiczny w Krakowie, MBA in Community Managment (2022) - studia podyplomowe Uniwersytet WSB Merito Toruń, Wydział Finansów i Zarządzania - magister (2023)",wyższe,magister,1,pracownik administracyjny,5,Toruń,kujawsko-pomorskie,7860,brak,1,True,,,
472,Michał Kowalski,PiS,1976-05-04,49,Puck,M,"Uniwersytet Gdański, Wydział Filozoficzno-Historyczny - magister (2001) Politechnika Gdańska, Wydział Zarządzania (2002) - studia podyplomowe Akademia Marynarki Wojennej, Wydział Dowódczo-Sztabowy - magister (2005)",wyższe,magister,1,nauczyciel,26,Słupsk,pomorskie,6486,brak,1,True,,,
473,Maria Joanna Koźlakiewicz,KO,1985-02-02,40,Mława,K,"Uniwersytet Warmińsko-Mazurski, Wydział Bioinżynierii Zwierząt - magister inżynier (2010) Szkoła Główna Handlowa w Warszawie, Studia Menadżersko-Handlowe (2021) - studia podyplomowe Szkoła Główna Handlowa w Warszawie, Studia Administracji i Zarządzania (2022) - studia podyplomowe",wyższe,magister inżynier,2,zootechnik,16,Płock,mazowieckie,4535,brak,1,True,,,
474,Katarzyna Królak,KO,1971-03-01,54,Iława,K,"Uniwersytet Warmińsko-Mazurski, Wydział Prawa i Administracji - magister (2008) Wyższa Szkołą Nauk Pedagogicznych w Warszawie, Pedagogika (2019) - studia podyplomowe Wyższa Szkołą Nauk Pedagogicznych w Warszawie, Socjoterapia (2020) - studia podyplomowe Wyższa Szkołą Nauk Pedagogicznych w Warszawie, Terapia dla Rodzin (2020) - studia podyplomowe Wyższa Szkołą Nauk Pedagogicznych w Warszawie, Zarządzanie Oświatą w JST (2020) - studia podyplomowe",wyższe,magister,4,prawnik,34,Elbląg,warmińsko-mazurskie,5979,brak,1,True,,,
475,Wioletta Maria Kulpa,PiS,1974-12-09,51,Płock,K,"Szkoła Wyższa im. Pawła Włodkowica w Płocku, Administracji - magister (2016) Szkoła Wyższa im. Pawła Włodkowica w Płocku, Zarządzanie Zasobami Ludzkimi w Przedsiębiorstwie (2017) - studia podyplomowe",wyższe,magister,1,księgowa,16,Płock,mazowieckie,18283,brak,1,True,,,
476,Grzegorz Macko,PiS,1992-09-06,33,Wałbrzych,M,"Uniwersytet Ekonomiczny we Wrocławiu, Wydział Inżynieryjno-Ekonomiczny, Zarządzanie i Inżynieria Produkcji - magister (2018) Politechnika Wrocławska, Zarządzanie Projektami (2021) - studia podyplomowe",wyższe,magister,1,ekonomista,2,Wałbrzych,dolnośląskie,10781,brak,1,True,,,
477,Jerzy Meysztowicz,KO,1958-10-01,67,Kraków,M,"Katolicki Uniwersytet Lubelski, Wydział Nauk Humanistycznych, Historia - magister (2004)",wyższe,magister,0,przedsiębiorca prywatny,13,Kraków,małopolskie,5408,poseł na Sejm RP VIII kadencji,2,True,,,
478,Krzysztof Mieszkowski,KO,1956-05-19,69,Głogów,M,XIV Liceum Ogólnokształcące (1976),średnie ogólne,,0,parlamentarzysta,3,Wrocław,dolnośląskie,7031,poseł na Sejm RP VIII i IX kadencji,3,True,,,
479,Anna Paluch,PiS,1960-03-31,65,Nowy Targ,K,"Akademia Górniczo-Hutnicza w Krakowie, Wydział Geodezji Górniczej - magister inżynier geodeta (1983)",wyższe,magister inżynier,0,pracownik administracji samorządowej,14,Nowy Sącz,małopolskie,14616,"poseł na Sejm RP V, VI, VII, VIII i IX kadencji",6,True,,,
480,Krzysztof Piątkowski,KO,1969-09-03,56,Zgierz,M,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1995) Uniwersytet Łódzki, Wydział Zarządzania, Marketing (1996) - studia podyplomowe Politechnika Łódzka, MBA Finance and Insurance (2007) - studia podyplomowe Illinois State University, Financial Risk Managment for Financial Intermediaries (2007) - studia podyplomowe",wyższe,magister,3,"historyk, nauczyciel, menedżer",9,Łódź,łódzkie,7018,poseł na Sejm RP IX kadencji,2,True,,,
481,Mariusz Popielarz,KO,1975-05-03,50,Trzemeszno,M,Wyższa Szkoła Przedsiebiorczości i Zarządzania im. Leona Koźmińskiego w Warszawie - magister (2000),wyższe,magister,0,urzędnik samorządowy,18,Siedlce,mazowieckie,5009,brak,1,True,,,
482,Magdalena Roguska,KO,1980-06-22,45,Parczew,K,"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie, Wydział Nauk Humanistycznych - magister (2005)",wyższe,magister,0,filolog,19,Warszawa,mazowieckie,6193,brak,1,True,,,
483,Marta Stożek,Razem,1976-08-05,49,Wrocław,K,"Uniwersytet Wrocławski, Wydział Filologiczny - licencjat (2015)",wyższe,licencjat,0,specjalista do spraw zarządzania,3,Wrocław,dolnośląskie,19434,brak,1,True,,,
484,Krzysztof Szymański,Konfederacja,1990-06-21,35,Gdańsk,M,"Akademia Morska Gdynia, Wydział Elekryczny, Elektrotechnika - inżynier (2015) Wyższa Szkoła Administracji i Biznesu w Gdyni, Zarządzanie Projektami (2022) - studia podyplomowe",wyższe,inżynier,1,inżynier elektryk,26,Słupsk,pomorskie,6379,brak,1,True,,,
485,Włodzimierz Tomaszewski,PiS,1956-11-16,69,Łódź,M,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Pedagogika kulturalno-oświatowa - magister (1980)",wyższe,magister,0,"pedagog, polityk",9,Łódź,łódzkie,9247,poseł na Sejm RP IX kadencji,2,True,,,
486,Maciej Tomczykiewicz,KO,1988-03-27,37,Pszczyna,M,"Uniwersytet Jagielloński, Wydział Prawa i Administracji - magister (2013)",wyższe,magister,0,adwokat,27,Bielsko-Biała,śląskie,12153,brak,1,True,,,
487,Jarosław Krajewski,PiS,1983-03-09,42,Warszawa,M,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Politologia - magister (2008)",wyższe,magister,0,politolog,19,Warszawa,mazowieckie,24703,poseł na Sejm RP VIII i IX kadencji,3,True,,,
488,Bożena Lisowska,KO,1963-04-14,62,Lublin,K,"Akademia Rolnicza w Lublinie, Wydział Ogólnorolny - inżynier (1989)",wyższe,inżynier,0,przedsiębiorca,6,Lublin,lubelskie,6935,brak,1,True,,,
489,Michał Połuboczek,Konfederacja,1982-10-24,43,Olecko,M,Szkoła Główna Handlowa w Warszawie - magister (),wyższe,magister,0,przedsiębiorca prywatny,23,Rzeszów,podkarpackie,6287,brak,1,True,,,
490,Aleksandra Kot,KO,2000-02-17,25,Rzeszów,K,"Uniwersytet Jagielloński, Wydział Prawa i Administracji - magister (2023)",wyższe,magister,0,prawnik,13,Kraków,małopolskie,4942,brak,1,True,,,
491,Rafał Romanowski,PiS,1978-02-15,47,Ciechanów,M,"Wyższa Szkoła Humanistyczna w Pułtusku, Wydział Nauk Politycznych - licencjat (2002) Wyższa Szkoła Humanistyczna w Pułtusku, Wydział Nauk Politycznych - magister (2004) Wojskowa Akademia Techniczna, Nauki Społeczne w dycyplinie naukowej nauki o bezpieczeństwie - doktor (2022)",wyższe,doktor,0,"politolog, polityk, ekspert ds. bezpieczeństwa",16,Płock,mazowieckie,14831,poseł na Sejm RP IX kadencji,2,True,,,
492,Henryk Smolarz,PSL,1969-09-03,56,Lublin,M,"Akademia Rolnicza w Lublinie, Wydział Rolniczy, Rolnictwo - magister inżynier (1994) Akademia Rolnicza w Lublinie, Agronomia - uprawa roli i roślin - doktor (2001)",wyższe,doktor,0,inżynier rolnik,6,Lublin,lubelskie,5536,poseł na Sejm RP V i VII kadencji,3,True,,,
493,Robert Jagła,KO,1968-11-29,57,Żarów,M,"Politechnika Wrocławska, Wydział Informatyki i Zarządzania, Zarządzanie i Marketing - magister (2007) Wrocławska Akadenia Biznesu w Naukach Stosowanych, MBA Lean Managment (2021)",wyższe,magister,0,menedżer,2,Wałbrzych,dolnośląskie,5676,poseł na Sejm RP VII kadencji,2,True,,,
494,Michał Jach,PiS,1951-09-23,74,Łomża,M,"Wojskowa Akademia Techniczna, Wydział Elektroniki, Radiolokacja (1973) Uniwersytet Szczeciński, Wydział Ekonomii, Ekonomika i Organizacja Transportu - magister (1994) Warszawska Szkoła Zarządzania - Szkoła Wyższa, Zarządzanie Przedsiębiorstwem (1996) - studia podyplomowe Uniwersytet Szczeciński i Manchester Metropolitan University, MBA (2000) - studia podyplomowe",wyższe,magister,2,ekonomista,41,Szczecin,zachodniopomorskie,12480,"poseł na Sejm RP V, VII, VIII i IX kadencji",5,True,,,
495,Bogumiła Olbryś,PiS,1961-06-02,64,Ostrów Mazowiecka,K,"Uniwersytet w Białymstoku, Wydział Pedagogiki i Psychologii, Pedagogika Opiekuńczo-Wychowawcza - magister (2001) Ośrodek Doskonalenia i Dokształcania Nauczycieli w Łomży, Wychowanie do życia w rodzinie (2003) - studia podyplomowe Uczelnia Jańskiego w Łomży, Socjoterapia (2004) - studia podyplomowe Ośrodek Doskonalenia i Dokształcania Nauczycieli w Łomży, Organizacja i Zarządzanie w Oświacie (2014) - studia podyplomowe Uczelnia Jańskiego w Łomży, MBA (2020) - studia podyplomowe Uczelnia Jańskiego w Łomży, Doradztwo Zawodowe (2021) - studia podyplomowe",wyższe,magister,5,"pielęgniarka, pedadog, nauczyciel",24,Białystok,podlaskie,10661,brak,1,True,,,
